word,part_of_speech,status,other_forms,approved_meaning,approved_alternatives,alternatives_raw,guidance,ste_examples,non_ste_examples,page
silence,v,Non-STE (not approved),,,STOP (v),STOP (v),,STOP THE ALARM BELL.,Silence the alarm bell.,2-1-S11
similar,adj,Non-STE (not approved),,,EQUIVALENT (adj) | ALMOST THE SAME,EQUIVALENT (adj) ALMOST THE SAME,,USE THE SPECIFIED MATERIAL OR AN EQUIVALENT ONE. | THE TWO ITEMS HAVE ALMOST THE SAME SHAPE.,Use the specified material or a similar one. | The two items are similar in shape.,2-1-S12
SIMULATE,v,STE (approved),"SIMULATES, SIMULATED, SIMULATED",To make a condition that is the same as one that can occur in operation,,To make a condition that is the same as one that can occur in operation,,SIMULATE A WHEEL SPEED OF 80 KNOTS.,,2-1-S12
simultaneous,adj,Non-STE (not approved),,,AT THE SAME TIME,AT THE SAME TIME,,REMOVE THE FILTER ELEMENT AND THE FILTER HOUSING AT THE SAME TIME.,Simultaneous removal of the filter element and the filter housing is obligatory.,2-1-S12
simultaneously,adv,Non-STE (not approved),,,AT THE SAME TIME,AT THE SAME TIME,,DO THESE TWO STEPS AT THE SAME TIME.,Do these two steps simultaneously.,2-1-S12
SINCE,conj,STE (approved),,Function word that shows: “from some time in the past until a later time or now”,BECAUSE (conj),Function word that shows: “from some time in the past until a later time or now” BECAUSE (conj),"For other meanings, use:","IF IT IS MORE THAN TWO HOURS SINCE YOU MIXED THE COMPOUND, DO NOT USE IT. | BE CAREFUL WHEN YOU USE ALODINE, BECAUSE IT IS A DANGEROUS MATERIAL.","Since Alodine is a dangerous material, be careful when you use it.",2-1-S12
situated,adj,Non-STE (not approved),,,INSTALL (v) | BE (v),INSTALL (v) BE (v),,THE TRIM CONTROL KNOB IS INSTALLED ON THE CONTROL PEDESTAL. | THE TRIM CONTROL KNOB IS ON THE CONTROL PEDESTAL.,The trim control knob is situated on the control pedestal. | The trim control knob is situated on the control pedestal.,2-1-S12
situation,n,Non-STE (not approved),,,CONDITION (n),CONDITION (n),Use the plural form.,THE ALGORITHM ADAPTS TO THE NEW CONDITIONS.,The algorithm adapts to the new situation.,2-1-S12
size,n,Non-STE (not approved),,,DIMENSION (n),DIMENSION (n),,THESE PARTS HAVE DIFFERENT DIMENSIONS.,These parts are of different sizes.,2-1-S13
skid,v,Non-STE (not approved),,,SKID (TN),SKID (TN),,THIS INDICATOR SHOWS THAT THE CAR IS IN A SKID.,This indicator indicates that the car is skidding.,2-1-S13
slack,adj,Non-STE (not approved),,,TENSION (TN),TENSION (TN),,MAKE SURE THAT THE TENSION IN THE CONTROL CABLES IS CORRECT.,Check for slack control cables.,2-1-S13
slack,n,Non-STE (not approved),,,TENSION (TN),TENSION (TN),,MAKE SURE THAT THE TENSION IN THE CONTROL CABLES IS CORRECT.,Check for slack in the control cables.,2-1-S13
slacken,v,Non-STE (not approved),,,TENSION (TN),TENSION (TN),,RELEASE THE TENSION IN THE CONTROL CABLES.,Slacken the control cables.,2-1-S13
slackness,n,Non-STE (not approved),,,TENSION (TN),TENSION (TN),,MAKE SURE THAT THE TENSION IN THE CABLES IS CORRECT.,Make sure there is no slackness in the cables.,2-1-S13
slave,v,Non-STE (not approved),,,CONTROL (v),CONTROL (v),,THE PILOT'S INDICATORS CONTROL THE COPILOT'S INDICATORS.,The copilot's indicators are slaved to the pilot's indicators.,2-1-S13
slide,v,Non-STE (not approved),,,MOVE (v),MOVE (v),,MOVE THE COMPUTER HORIZONTALLY TO PREVENT DAMAGE.,Slide the computer horizontally to avoid damage.,2-1-S13
slight,adj,Non-STE (not approved),,,SMALL (adj) | LIGHT (adj),SMALL (adj) LIGHT (adj),,"IF THE LEAKAGE IS SMALL, TORQUE THE CONNECTION TO 4.0 Nm. | THEN, DO THE TEST AGAIN. | APPLY A LIGHT FORCE TO COMPRESS THE SPRING.","If slight leakage is found, torque the connection to 4.0 Nm. | Then repeat the test. | Apply a slight force to compress the spring.",2-1-S13
slightly,adv,Non-STE (not approved),,,SMALL (adj),SMALL (adj),,MOVE THE ADAPTER A SMALL DISTANCE FORWARD.,Move the adapter slightly forward.,2-1-S13
slip,v,Non-STE (not approved),,,MOVE (v) | REMOVE (v) | CAUSE TO FALL MOVE ACCIDENTALLY,MOVE (v) REMOVE (v) CAUSE TO FALL MOVE ACCIDENTALLY,,"MOVE THE CARRIAGE ALONG THE TRACK. | REMOVE THE CLAMP FROM THE CABLE. | IF OIL SPILLS, CLEAN THE AREA IMMEDIATELY. | A WET SURFACE IS DANGEROUS AND CAN CAUSE YOU TO FALL. | MAKE SURE THAT THE CLUTCH DOES NOT MOVE ACCIDENTALLY.","Slip the carriage along the track. | Slip the clamp from the cable. | If oil spills, clean the area immediately. | You can slip and fall. | Make sure that the clutch does not slip.",2-1-S14
SLOPE,n,STE (approved),,A surface that is not level,,A surface that is not level,,"IF THE VEHICLE IS PARKED ON A SLOPE, MAKE SURE THAT WHEEL CHOCKS ARE IN POSITION.",,2-1-S14
SLOT,n,STE (approved),,A long opening that is not wide,,A long opening that is not wide,,PUSH THE CABLES THROUGH THE SLOT IN FRAME 8 AND ATTACH THEM TO THE CLIPS.,,2-1-S14
SLOW,adj,STE (approved),"SLOWER, SLOWEST",At low speed,,At low speed,,MAKE SURE THAT THE MOVEMENT OF THE ELEVATORS IS SLOW.,,2-1-S14
slow down,v,Non-STE (not approved),,,DECREASE (v),DECREASE (v),,DECREASE THE SPEED OF THE SCREWING MACHINE TO PREVENT DAMAGE TO FASTENERS.,Slow down the screwing machine to prevent damage to fasteners.,2-1-S14
SLOWLY,adv,STE (approved),,In a slow manner,,In a slow manner,,TURN THE KNOB SLOWLY.,,2-1-S14
sluggish,adj,Non-STE (not approved),,,SLOW (adj),SLOW (adj),,"IF THE MOVEMENT OF THE NEEDLE IS TOO SLOW, REPLACE THE SENSOR.","If the movement of the needle is sluggish, replace the sensor.",2-1-S14
SMALL,adj,STE (approved),"SMALLER, SMALLEST","Less than average in dimension, quantity, quality, or capacity",,"Less than average in dimension, quantity, quality, or capacity",,"IF THE TEMPERATURE INCREASES SUDDENLY, ADD A SMALL QUANTITY OF REAGENT TO GET A STABLE REACTION.",,2-1-S15
smear,v,Non-STE (not approved),,,APPLY (v),APPLY (v),,APPLY GREASE TO THE TAPER SLEEVE.,Smear grease on the taper sleeve.,2-1-S15
SMELL,v,STE (approved),"SMELLS, SMELLED, SMELLED",To sense with the nose,,To sense with the nose,,"IF YOU SMELL OIL IN THE COMPARTMENT, REPLACE THE RECIRCULATION FILTERS.",,2-1-S15
SMOKE,n,STE (approved),,A gas that has particles of burned material and that you can see,,A gas that has particles of burned material and that you can see,,"WHEN THE CONCENTRATION OF SMOKE IS MORE THAN THE LIMIT, AN ALARM OPERATES.",,2-1-S15
SMOKE,v,STE (approved),"SMOKES, SMOKED, SMOKED",To breathe the fumes of burning material and especially tobacco,,To breathe the fumes of burning material and especially tobacco,,DO NOT SMOKE IN THE WORK AREA.,,2-1-S15
SMOOTH,adj,STE (approved),"SMOOTHER, SMOOTHEST",1. That has a continuous uniform surface 2. That has a constant rate of movement,,1. That has a continuous uniform surface 2. That has a constant rate of movement,,MAKE SURE THAT THE PAINTED SURFACE IS SMOOTH. | EXAMINE THE LINKAGE FOR SMOOTH MOVEMENT.,,2-1-S15
smooth,v,Non-STE (not approved),,,SMOOTH (adj),SMOOTH (adj),,MAKE THE TAPE SMOOTH.,Smooth the tape out.,2-1-S15
SMOOTHLY,adv,STE (approved),,In a smooth manner,,In a smooth manner,,MAKE SURE THAT THE REDUCTION GEAR MOVES SMOOTHLY.,,2-1-S15
snag,v,Non-STE (not approved),,,CATCH (v),CATCH (v),,THE CLOTH WILL CATCH ON BROKEN WIRES.,The cloth will snag on broken wires.,2-1-S15
snap,n,Non-STE (not approved),,,CLICK (n),CLICK (n),,"WHEN YOU ATTACH THE SPRING CLIP, MAKE SURE THAT YOU HEAR A CLICK.",Ensure that there is a snap when you fit the spring clip.,2-1-S15
snap,v,Non-STE (not approved),,,MOVE QUICKLY | BREAK (v),MOVE QUICKLY BREAK (v),,"THE RETAINING CLIP MUST MOVE QUICKLY INTO ITS POSITION. | IF YOU BEND THIS PART TOO MUCH, IT WILL BREAK.","The retaining clip must snap into its position. | If you bend this part too much, it will snap.",2-1-S16
so (that),conj,Non-STE (not approved),,,UNTIL (prep) | PREVENT (v),UNTIL (prep) PREVENT (v),,ADJUST THE LENGTH OF THE ROD UNTIL YOU GET A MINIMUM CLEARANCE OF 0.1 in. | LOCK THE WHEEL TO PREVENT MOVEMENT.,Adjust the length of rod so that a minimum gap of 0.1 in. is obtained. | Lock the wheel so that it does not move.,2-1-S16
SOAK,v,STE (approved),"SOAKS, SOAKED, SOAKED",1. To put something into a liquid and keep it there until it is fully wet or soft 2. To stay in liquid until fully wet or soft.,,1. To put something into a liquid and keep it there until it is fully wet or soft 2. To stay in liquid until fully wet or soft.,,SOAK THE FILTER IN THE CLEANING SOLUTION FOR 4 HOURS. | THE COMPONENT MUST SOAK IN THE SOLUTION FOR A MINIMUM OF 2 HOURS.,,2-1-S16
soapy,adj,Non-STE (not approved),,,SOAP (TN),SOAP (TN),,CLEAN THE SURFACE WITH A SOLUTION OF SOAP AND WATER.,Clean the surface using soapy water.,2-1-S16
SOFT,adj,STE (approved),"SOFTER, SOFTEST","Flexible, not hard",,"Flexible, not hard",,"RUB THE SURFACE WITH A SOFT, DRY CLOTH.",,2-1-S16
soften,v,Non-STE (not approved),,,MAKE...SOFT,MAKE...SOFT,,PUT THE MATERIAL INTO THE SOLVENT TO MAKE THE COMPOUND SOFT.,Put the material into the solvent to soften the compound.,2-1-S16
soiled,adj,Non-STE (not approved),,,DIRTY (adj),DIRTY (adj),,DISCARD THE DIRTY RAGS.,Scrap the soiled rags.,2-1-S16
SOLID,adj,STE (approved),,That has the properties of a solid,,That has the properties of a solid,,THE RAILS ARE MADE FROM SOLID BARS.,,2-1-S16
SOLID,n,STE (approved),,Material that is not a gas or a liquid,,Material that is not a gas or a liquid,,APPLY HEAT SLOWLY TO THE SOLID TO MONITOR ITS MELTING POINT.,,2-1-S16
solidify,v,Non-STE (not approved),,,SOLID (adj),SOLID (adj),,DO NOT LET THE FOAM BECOME SOLID.,Do not allow the foam to solidify.,2-1-S16
SOLUTION,n,STE (approved),,1. A liquid that includes a dissolved material 2. The answer to a problem,,1. A liquid that includes a dissolved material 2. The answer to a problem,,PREPARE THE SOLUTION IN A CONTAINER MADE OF CERAMIC MATERIAL. | THE TEAM'S WORK WAS IMPORTANT FOR THE SOLUTION OF THE TECHNICAL PROBLEM.,,2-1-S17
solve,v,Non-STE (not approved),,,SOLUTION (n),SOLUTION (n),,"IF THE REMOVAL OF THE VALVE WAS NOT THE SOLUTION TO THE PROBLEM, REPLACE THE UNIT.","If the removal of the valve did not solve the problem, replace the unit.",2-1-S17
SOME,adj,STE (approved),,Related to a quantity not specified,,Related to a quantity not specified,,SOME MODELS DO NOT HAVE THIS FUNCTION.,,2-1-S17
SOME,pron,STE (approved),,Related to a quantity not specified,,Related to a quantity not specified,,"SOME MODELS HAVE THIS FUNCTION, BUT SOME DO NOT.",,2-1-S17
SOMETHING,pron,STE (approved),,A thing that is not determined or specified,,A thing that is not determined or specified,,"IF SOMETHING UNUSUAL OCCURS, DO THE NECESSARY CHECKS TO FIND THE CAUSE.",,2-1-S17
soon,adv,Non-STE (not approved),,,TIME (n),TIME (n),"If it is possible, give the time.","WHEN YOU STOP THE POWER SUPPLY, THE TEMPERATURE WILL DECREASE IN A SHORT TIME. | WHEN YOU STOP THE POWER SUPPLY, THE TEMPERATURE WILL DECREASE IN APPROXIMATELY 1 MINUTE.","When you stop the power supply, the temperature will decrease soon. | When you stop the power supply, the temperature will decrease soon.",2-1-S17
SOUND,n,STE (approved),,Something that you can hear,,Something that you can hear,,INCREASE THE VOLUME OF THE SOUND.,,2-1-S17
sound,v,Non-STE (not approved),,,OPERATE (v),OPERATE (v),,THE ALARM BELL OPERATES.,The alarm bell sounds.,2-1-S17
SOURCE,n,STE (approved),,1. Something that supplies energy or data 2. The point where something starts,,1. Something that supplies energy or data 2. The point where something starts,,THE SOLAR PANEL IS A SATISFACTORY SOURCE OF ENERGY. | FIND THE SOURCE OF THE LEAKAGE.,,2-1-S18
SPACE,n,STE (approved),,"A distance, area, or volume",,"A distance, area, or volume",,PUT THE SEALANT INTO THE SPACE BEHIND THE FLANGE OF THE WATER INJECTOR.,,2-1-S18
space,v,Non-STE (not approved),,,DISTANCE (n),DISTANCE (n),,MAKE SURE THAT THERE IS AN EQUAL DISTANCE BETWEEN THE HOLES.,Make sure you space the holes equally.,2-1-S18
spacing,n,Non-STE (not approved),,,DISTANCE (n),DISTANCE (n),,REFER TO FIG. | 401 FOR THE DISTANCE BETWEEN RIVETS.,The rivet spacing is given in Fig. | 401.,2-1-S18
spanwise,adj,Non-STE (not approved),,,SPAN (TN),SPAN (TN),,MAKE SURE THAT THERE ARE NO SIGNS OF MOVEMENT ALONG THE SPAN.,Check for signs of spanwise movement.,2-1-S18
sparingly,adv,Non-STE (not approved),,,QUANTITY (n),QUANTITY (n),,APPLY A SMALL QUANTITY OF GREASE.,Apply grease sparingly.,2-1-S18
SPARK,n,STE (approved),,"A hot, bright particle of a material that burns",,"A hot, bright particle of a material that burns",,DO NOT USE TEST EQUIPMENT THAT CAN CAUSE SPARKS.,,2-1-S18
spark,v,Non-STE (not approved),,,SPARK (n),SPARK (n),,"WHEN YOU USE ELECTRICAL EQUIPMENT THAT MAKES SPARKS, USE GOGGLES.",Wear goggles when using electrical equipment that sparks.,2-1-S18
SPEAK,v,STE (approved),"SPEAKS, SPOKE, SPOKEN",To use a voice to make words,,To use a voice to make words,,SPEAK INTO THE MICROPHONE.,,2-1-S18
SPECIAL,adj,STE (approved),,For a specified function,,For a specified function,,TIGHTEN THE SPECIAL NUT.,,2-1-S18
SPECIALLY,adv,STE (approved),,In a special manner,,In a special manner,,THIS EXTRACTOR IS SPECIALLY MADE TO REMOVE THESE PINS.,,2-1-S19
specific,adj,Non-STE (not approved),,,APPROVED (adj) | SPECIFIED (adj),APPROVED (adj) SPECIFIED (adj),,USE APPROVED TOOLS TO PREVENT POSSIBLE DAMAGE. | THESE AREAS HAVE SPECIFIED DAMAGE LIMITS.,Use specific tools to preclude the possibility of damage. | These areas have specific damage limits.,2-1-S19
specifically,adv,Non-STE (not approved),,,SPECIALLY (adv),SPECIALLY (adv),,THESE MATERIALS ARE SPECIALLY MADE FOR PLASTIC SURFACES.,These materials are specifically designed for plastic surfaces.,2-1-S19
SPECIFIED,adj,STE (approved),,"Given in, identified in, or related to a specification, regulation, or procedure",,"Given in, identified in, or related to a specification, regulation, or procedure",,INFLATE THE TIRE WITH NITROGEN TO THE SPECIFIED PRESSURE.,,2-1-S19
speck,n,Non-STE (not approved),,,PARTICLE (n),PARTICLE (n),,REMOVE ALL PARTICLES OF DUST FROM THE LENS.,Remove all specks of dust from the lens.,2-1-S19
speech,n,Non-STE (not approved),,,VOICE (n),VOICE (n),,"IF YOU CANNOT HEAR THE VOICE, REPLACE THE UNIT.","If the speech is not audible, replace the unit.",2-1-S19
SPEED,n,STE (approved),,The rate of movement,,The rate of movement,,"ON THIS ROAD, THE MAXIMUM PERMITTED SPEED IS 30 MPH.",,2-1-S19
SPHERICAL,adj,STE (approved),,That has the shape of a sphere,,That has the shape of a sphere,,THE ACCUMULATORS ARE SPHERICAL AND HAVE BLADDERS.,,2-1-S19
SPILL,v,STE (approved),"SPILLS, SPILLED, SPILLED","To accidentally flow, or cause to flow, out of a container",,"To accidentally flow, or cause to flow, out of a container",,"IF THE ELECTROLYTE SPILLS, REMOVE IT IMMEDIATELY. | IF YOU SPILL THE ELECTROLYTE, REMOVE IT IMMEDIATELY.",,2-1-S19
spillage,n,Non-STE (not approved),,,CONTAMINATION (n) | SPILL (v),CONTAMINATION (n) SPILL (v),,"FIND THE AREA OF MERCURY CONTAMINATION. | IF ACID SPILLS, CLEAN THE AREA.","Find the area of the mercury spillage. | After acid spillage, clean the area.",2-1-S20
spin,v,Non-STE (not approved),,,TURN ... QUICKLY,TURN ... QUICKLY,,TURN THE WHEEL QUICKLY WITH YOUR HAND.,Spin the wheel by hand.,2-1-S20
splash,v,Non-STE (not approved),,,GET (v),GET (v),,"IF YOU GET FLUID IN YOUR EYES, GET MEDICAL AID.","If fluid splashes into eyes, get medical aid.",2-1-S20
splined,adj,Non-STE (not approved),,,SPLINE (TN),SPLINE (TN),,THE DRIVE SHAFT HAS SPLINES.,The drive shaft is splined.,2-1-S20
split,adj,Non-STE (not approved),,,DAMAGED (adj),DAMAGED (adj),,REPLACE DAMAGED COVERS.,Split covers must be replaced.,2-1-S20
split,v,Non-STE (not approved),,,DIVIDE (v) | BREAK (v),DIVIDE (v) BREAK (v),,"DIVIDE THE ELECTRICAL LOAD BETWEEN THE TWO BUS BARS. | WHEN YOU APPLY THE MAXIMUM TEST PRESSURE, MAKE SURE THAT THE HOUSING DOES NOT BREAK",Split the electrical load between the two bus bars. | Make sure that the housing does not split when you apply the maximum test pressure.,2-1-S20
spot,n,Non-STE (not approved),,,MARK (n) | STAIN (TN),MARK (n) STAIN (TN),,A RED MARK ON THE PIN IDENTIFIES THE LUBRICATION POINT. | REMOVE ALL STAINS FROM THE CARPET WITH SOAP AND WARM WATER.,A red spot on the pin identifies the lubrication point. | Remove any spots from the carpet with soap and warm water.,2-1-S20
spot,v,Non-STE (not approved),,,FIND (v),FIND (v),,"IF YOU FIND CORROSION IN THIS AREA, USE REPAIR SCHEME No. | 3.","If you spot corrosion in this area, use repair scheme No. | 3.",2-1-S20
SPRAY,n,STE (approved),,A jet of very small drops of liquid,,A jet of very small drops of liquid,,THE SEALANT IS RESISTANT TO SALT SPRAY.,,2-1-S20
SPRAY,v,STE (approved),"SPRAYS, SPRAYED, SPRAYED",To apply as a spray,,To apply as a spray,,DO NOT SPRAY DISINFECTANTS DIRECTLY ONTO THE CARPETS OR INSTRUMENT PANELS.,,2-1-S21
spread,v,Non-STE (not approved),,,APPLY (v),APPLY (v),,APPLY THE COMPOUND EQUALLY.,Spread compound evenly.,2-1-S21
spring,v,Non-STE (not approved),,,MOVE (v),MOVE (v),,MAKE SURE THAT THE PINS DO NOT MOVE OUT OF THE NOTCH.,Make certain that the pins do not spring out of the notch.,2-1-S21
spurious,adj,Non-STE (not approved),,,UNWANTED (adj),UNWANTED (adj),,"IF THERE ARE UNWANTED INDICATIONS, DO A TEST.","In the event of spurious indications, do a test",2-1-S21
stability,n,Non-STE (not approved),,,STABLE (adj),STABLE (adj),,"BEFORE YOU LIFT THE VEHICLE WITH JACKS, MAKE SURE THAT IT IS STABLE.","Before jacking up the vehicle, make sure that its stability is ensured.",2-1-S21
stabilization,n,Non-STE (not approved),,,STABLE (adj),STABLE (adj),,"WHEN THE TEMPERATURE IS STABLE, MAKE SURE THAT THE OIL PRESSURE DECREASES.",Check that oil pressure drops after stabilization of temperature.,2-1-S21
stabilize,v,Non-STE (not approved),,,STABLE (adj),STABLE (adj),,LET THE V-BARS BECOME STABLE.,Allow V-bars to stabilize.,2-1-S21
STABLE,adj,STE (approved),,That does not change or move,,That does not change or move,,MAKE SURE THAT THE TEMPERATURE INDICATIONS ARE STABLE.,,2-1-S21
stage,n,Non-STE (not approved),,,STEP (n),STEP (n),,"DURING THIS STEP, DO NOT REMOVE THE PIN.",Do not remove the pin at this stage.,2-1-S21
stained,adj,Non-STE (not approved),,,DIRTY (adj) | STAIN (TN),DIRTY (adj) STAIN (TN),,"IF THE CARPET IS DIRTY, CLEAN IT WITH MATERIAL No. | 8. | IF THERE ARE HYDRAULIC FLUID STAINS ON THE COVER, EXAMINE THE LINE COUPLINGS.","If the carpet is stained, clean it with Material No. | 8. | If the cover is stained by hydraulic fluid, check line couplings.",2-1-S21
stamp,v,Non-STE (not approved),,,PUT (v) (WITH A STAMP [TN] | OR STAMPS [TN]) | IDENTIFY (v) (WITH A STAMP [TN] | OR STAMPS [TN]),PUT (v) (WITH A STAMP [TN] OR STAMPS [TN]) IDENTIFY (v) (WITH A STAMP [TN] OR STAMPS [TN]),,PUT THE TEST DATE ON THE CYLINDER NECK WITH THE APPLICABLE STAMP. | IDENTIFY THE MANUFACTURING DATE ON THE NAMEPLATE WITH THE APPLICABLE STAMP.,Stamp the test date on the cylinder neck. | Stamp the manufacturing date on the nameplate.,2-1-S22
stand,v,Non-STE (not approved),,,STAY (v),STAY (v),,STAY AWAY FROM SURFACES THAT MOVE.,Do not stand near moving surfaces.,2-1-S22
STANDARD,adj,STE (approved),,Related to equipment and procedures that are normally used,,Related to equipment and procedures that are normally used,,"IN THIS PROCEDURE, USE STANDARD TOOLS.",,2-1-S22
starboard,adj,Non-STE (not approved),,,RIGHT (adj),RIGHT (adj),,"ON THE RIGHT WING, MOVE THE AILERONS UP.","On the starboard wing, move the ailerons up.",2-1-S22
START,n,STE (approved),,The beginning of a movement or operation,,The beginning of a movement or operation,,MOVEMENT CAN BE SLOW AT THE START.,,2-1-S22
